inventory_id,product_id,store_id,stock_quantity,last_updated
8e4f4645-0238-4799-9765-7554246d35c9,e2de4a49-003d-4bca-9288-7ade2a33795d,83141ec0-59d0-45dc-aeb7-5b66925c77f9,184,2025-04-12
ec49a55e-1a46-4cda-ba30-c3b6cb278032,f77c15cf-f11d-4e5e-ac29-162ab7bfee90,83141ec0-59d0-45dc-aeb7-5b66925c77f9,51,2025-04-12
a68cdae7-9474-4132-8c09-416e75e9f67a,17bf13b7-83e6-4a7d-bc3c-5c57fd78b122,83141ec0-59d0-45dc-aeb7-5b66925c77f9,60,2025-04-12
673acc41-0c3e-4339-9cf8-a7ac140620f3,f662b317-f5e2-42d7-b904-af6b1e2e766e,83141ec0-59d0-45dc-aeb7-5b66925c77f9,152,2025-04-12
ccae241d-05f8-492f-9902-ffadeef2ecd1,d78ee07d-5591-40a7-a3b4-f1f519d3c9b4,83141ec0-59d0-45dc-aeb7-5b66925c77f9,72,2025-04-12
2b7ab4fa-b122-4771-ac71-1d22731cfeb4,d61afbfa-ab49-4b6d-9710-16dc2c8ec367,83141ec0-59d0-45dc-aeb7-5b66925c77f9,194,2025-04-12
2e29f9b1-d991-4977-ad74-1fd38312705d,13c89d5a-3fd3-4caa-a526-e57df1b8dc0d,83141ec0-59d0-45dc-aeb7-5b66925c77f9,17,2025-04-12
5e423612-588d-4d31-883d-0c997ce34109,ddcc2851-88e9-497c-b10f-75dc99bed62b,83141ec0-59d0-45dc-aeb7-5b66925c77f9,161,2025-04-12
f1e27bd9-e9f7-4ed8-8d63-e7c1fa4dbf2c,0d5d4bbc-07c4-40aa-8ba7-76bbd4643859,83141ec0-59d0-45dc-aeb7-5b66925c77f9,190,2025-04-12
93cd7a9a-dcc3-46f0-903e-23974567a7a9,574ed457-7d3a-48e0-bff8-0dbeab0663b5,83141ec0-59d0-45dc-aeb7-5b66925c77f9,73,2025-04-12
58d695f2-3fab-4cac-89af-85a254bcc1d7,f882c8c0-ccb3-42ff-91bc-6775d4d1f4b9,83141ec0-59d0-45dc-aeb7-5b66925c77f9,99,2025-04-12
5ff28b6f-2c73-4ecc-84fd-45a30d5a568a,2fed86fd-a5a7-48c5-ac49-54e3ce391089,83141ec0-59d0-45dc-aeb7-5b66925c77f9,169,2025-04-12
f34b9ed6-3774-41fa-b9c5-0445c08b9bfa,74bedcb7-7f54-49df-826e-3cb3e1083f68,83141ec0-59d0-45dc-aeb7-5b66925c77f9,168,2025-04-12
e08b8141-f8e2-4ac5-9e9e-d2adb138b4f7,5d4fa5a9-3f45-4182-9f0c-e0eb97725816,83141ec0-59d0-45dc-aeb7-5b66925c77f9,103,2025-04-12
8dfdf7ce-16a0-4e6f-b910-de96b7f0dd86,20ebc5e4-f74e-432e-a456-283e8a582b16,83141ec0-59d0-45dc-aeb7-5b66925c77f9,174,2025-04-12
5dbdf3a5-2834-40a0-aea1-9f27f1ccd783,e8564d01-ebb8-4149-9273-78aefd0932b5,83141ec0-59d0-45dc-aeb7-5b66925c77f9,180,2025-04-12
a3698cbe-1975-4db4-bffd-65271bf00251,1dfd1159-75b2-4e8f-8f92-ab730ee95989,83141ec0-59d0-45dc-aeb7-5b66925c77f9,51,2025-04-12
be5cc940-91af-4a76-a1e2-d99717170563,e9e7584b-e8d3-48a0-bde6-acf8ba5ba284,83141ec0-59d0-45dc-aeb7-5b66925c77f9,13,2025-04-12
acd7ec2b-1011-4918-8e5f-c693e9917e71,dac64e66-4c5e-4f0d-ab00-a487f3f5ebde,83141ec0-59d0-45dc-aeb7-5b66925c77f9,164,2025-04-12
f51eb0de-e9cd-437a-a3e5-f530e0097ced,5c4ca81c-6fcb-444e-bb16-fbcb6fcbca8d,83141ec0-59d0-45dc-aeb7-5b66925c77f9,154,2025-04-12
c7107215-65ee-4ca3-8625-2123bfe96b21,582709a0-3e90-4929-9bb3-7f655ee71c0f,83141ec0-59d0-45dc-aeb7-5b66925c77f9,14,2025-04-12
323bea1b-84b2-46a2-8b24-4775a4ecacd3,91d46352-699c-4659-bf13-6f46b0efa17a,83141ec0-59d0-45dc-aeb7-5b66925c77f9,195,2025-04-12
4146aa85-53da-43dc-8a89-e5129981a19a,16b61b13-2de6-4576-bd27-28284a8f32c4,83141ec0-59d0-45dc-aeb7-5b66925c77f9,73,2025-04-12
0d8c10e0-4177-482d-98fc-36c6cfcb0a42,ff1075ae-1193-49ae-87be-fe0c075726e4,83141ec0-59d0-45dc-aeb7-5b66925c77f9,129,2025-04-12
23aa5c5e-c97a-4a88-bb04-0af2a228dde3,83c671d9-f74f-4e54-a366-7f43cbcbd0a8,83141ec0-59d0-45dc-aeb7-5b66925c77f9,117,2025-04-12
8364a36d-e19d-4f7c-a2b9-212d4ec564ce,14405399-c9a4-4b3b-9792-b3472323fef0,83141ec0-59d0-45dc-aeb7-5b66925c77f9,131,2025-04-12
30a74ac8-292f-4054-b6ba-5bf901d10390,e5f632d3-ce38-49fe-8b6f-cd2d25648e03,83141ec0-59d0-45dc-aeb7-5b66925c77f9,47,2025-04-12
7f47fd2e-2cab-437e-b7d7-45608af94a25,0069ede8-58e8-404e-8633-ea9430a0f2bf,83141ec0-59d0-45dc-aeb7-5b66925c77f9,111,2025-04-12
31c44418-3cf6-42d8-8d18-b03a417c3bb6,bcf3e1c6-5a60-425b-b948-2ba35ff4daff,83141ec0-59d0-45dc-aeb7-5b66925c77f9,101,2025-04-12
5ea3a65a-cfcd-40bb-a292-4714026e5aa0,d8033212-b576-47a6-a70b-b39aef62e582,83141ec0-59d0-45dc-aeb7-5b66925c77f9,95,2025-04-12
93f07acf-f638-4d5c-a3f1-7d83681fccf5,17a2ad6e-ca55-4638-9be6-e944fab531b7,83141ec0-59d0-45dc-aeb7-5b66925c77f9,131,2025-04-12
d6fb8df6-e877-4391-8751-b2e8d9b9b545,0837602e-bf31-4318-bac1-cca79b28353e,83141ec0-59d0-45dc-aeb7-5b66925c77f9,19,2025-04-12
56f64392-e4bb-408f-8f67-3b858b0ae143,2d46a420-25fa-46b0-a7eb-5ae06db91930,83141ec0-59d0-45dc-aeb7-5b66925c77f9,110,2025-04-12
96df0ec2-ba1a-4ef1-9e84-a49cdc605fea,17292740-9da4-4f27-8051-3c740c8ba842,83141ec0-59d0-45dc-aeb7-5b66925c77f9,74,2025-04-12
8bb3116b-6cec-467a-8fa5-ee6cc48c730d,d7f9b8e2-6047-48ca-a976-213f9d3c70b1,83141ec0-59d0-45dc-aeb7-5b66925c77f9,163,2025-04-12
bf601add-4aea-4ac3-9bdd-74dd50420d9b,eb3ab52f-2b87-4bbd-a5f6-1ac16a74b11d,c2194e1b-e3fd-4fcb-9239-8905be67a94c,38,2025-04-12
92e75d9e-4381-4bef-a821-4ff3527d5c88,5ae44f6c-3a49-4b43-bacf-1f5c30551692,c2194e1b-e3fd-4fcb-9239-8905be67a94c,177,2025-04-12
ecf594e7-3841-4394-836a-4c4aa6270ced,d288f8af-2b0b-4d93-a8fa-991d959b1dd8,c2194e1b-e3fd-4fcb-9239-8905be67a94c,174,2025-04-12
b1515a3d-d461-4e79-be7c-9064c97126d6,d5d47f53-41fa-411f-a066-78a9d2824c83,c2194e1b-e3fd-4fcb-9239-8905be67a94c,114,2025-04-12
b6938a74-0f14-43dd-985c-eaeded070aa3,d8643c52-bcb5-4fe6-b5d1-f9ccdf8781ff,c2194e1b-e3fd-4fcb-9239-8905be67a94c,181,2025-04-12
a2e06bce-6662-40ed-bfa0-6325f9bcdd72,0069ede8-58e8-404e-8633-ea9430a0f2bf,c2194e1b-e3fd-4fcb-9239-8905be67a94c,100,2025-04-12
04a36981-e42f-489b-a750-c4b1f3f36f8f,74e584d6-b02d-4cf0-8bfd-a7c9f91e3256,c2194e1b-e3fd-4fcb-9239-8905be67a94c,97,2025-04-12
e29a04df-8b63-43ff-95bb-09729a7a6ccb,f8eadf68-4169-4e55-83fb-ee35cfa0ec8d,c2194e1b-e3fd-4fcb-9239-8905be67a94c,189,2025-04-12
c9f41f6c-1fb2-4f2f-9d30-6414b09b6f72,f59a47b6-6604-49a5-9cef-cb2733e0d129,c2194e1b-e3fd-4fcb-9239-8905be67a94c,105,2025-04-12
4879db80-c933-4dc8-915b-71ed445b3912,626c1f2a-dc80-4aad-a0a9-ab17fb909249,c2194e1b-e3fd-4fcb-9239-8905be67a94c,114,2025-04-12
8589ba8f-37d7-4640-a48d-bcf5f933f097,13c89d5a-3fd3-4caa-a526-e57df1b8dc0d,c2194e1b-e3fd-4fcb-9239-8905be67a94c,137,2025-04-12
06793732-1dfa-4e61-8124-cf404b0c5d29,8e76b019-5318-40d6-999a-1484bf1bd6c7,c2194e1b-e3fd-4fcb-9239-8905be67a94c,47,2025-04-12
1f3e2811-7e8d-4ecf-a97f-78b891dd23f5,2d056ffc-dfde-48a4-8e97-9c6187844fb5,c2194e1b-e3fd-4fcb-9239-8905be67a94c,176,2025-04-12
a859b008-d7b2-447a-8c64-3f29fef585de,512454f9-acd5-476d-b729-ba28d45e5e74,c2194e1b-e3fd-4fcb-9239-8905be67a94c,132,2025-04-12
317d8053-491c-4842-9c5c-8f321c45ac46,cd885344-24e3-4163-afdb-22c2b18452b4,c2194e1b-e3fd-4fcb-9239-8905be67a94c,100,2025-04-12
bae48f0b-4ef9-404c-9e49-46462f078839,bcf3e1c6-5a60-425b-b948-2ba35ff4daff,c2194e1b-e3fd-4fcb-9239-8905be67a94c,94,2025-04-12
74b7f75b-b04b-40e4-bb7b-2e51a403980c,e2de4a49-003d-4bca-9288-7ade2a33795d,c2194e1b-e3fd-4fcb-9239-8905be67a94c,81,2025-04-12
dafcd34a-70a1-4fe5-9160-817ad0d5fe2e,0837602e-bf31-4318-bac1-cca79b28353e,c2194e1b-e3fd-4fcb-9239-8905be67a94c,160,2025-04-12
e9b9b5b6-c9a4-4b8c-84ec-473700e72e2f,2c4f2fd2-6182-4faa-802a-ee8b67c346eb,c2194e1b-e3fd-4fcb-9239-8905be67a94c,85,2025-04-12
9c7e2bbc-b814-4f02-9d07-839f5a1a4b7f,d02a5024-d9a5-4c29-ab97-a0d4d7cb1871,c2194e1b-e3fd-4fcb-9239-8905be67a94c,102,2025-04-12
4faa03c1-2040-4271-ab24-a62676863788,bcb2a484-f5eb-4915-b550-4d1c685ef618,c2194e1b-e3fd-4fcb-9239-8905be67a94c,32,2025-04-12
c5ae4005-853a-44a0-9e98-73226575bb66,23aef508-d6c9-423c-89cc-2763f98e5d0c,c2194e1b-e3fd-4fcb-9239-8905be67a94c,74,2025-04-12
d19b8024-5363-444e-9772-cc71e77323e9,d61afbfa-ab49-4b6d-9710-16dc2c8ec367,c2194e1b-e3fd-4fcb-9239-8905be67a94c,121,2025-04-12
903eaec9-2be1-4f4c-9b8b-03fd5b005cd1,4c794305-fb5a-40c2-89d3-3a3898e66c7b,c2194e1b-e3fd-4fcb-9239-8905be67a94c,140,2025-04-12
d459f617-93ec-47f8-becb-11d4c8fd410d,4b56f4ef-527a-463e-8dd8-c0613c9a0fcb,c2194e1b-e3fd-4fcb-9239-8905be67a94c,106,2025-04-12
8421c958-f9e4-4605-aacb-e1146e2c1165,86c01631-346e-4274-99f5-763af6711b50,c2194e1b-e3fd-4fcb-9239-8905be67a94c,92,2025-04-12
418715ca-4ec6-4f47-b03f-d0618ef18f38,00c10a6b-a650-4b31-8e23-2d17938708b2,c2194e1b-e3fd-4fcb-9239-8905be67a94c,94,2025-04-12
fe77d4de-bd3a-42f8-b9ac-1512484e4f02,b7a33ff7-ae7f-41ba-9038-bd892dd90943,c2194e1b-e3fd-4fcb-9239-8905be67a94c,137,2025-04-12
11216618-8a3f-4a02-8823-67d98ef351a2,6db9bb70-6d8a-43fe-968f-e28075a6e4be,c2194e1b-e3fd-4fcb-9239-8905be67a94c,102,2025-04-12
ef3db4c5-5b8f-43d5-baad-bc005d5dc9a6,e64aa39b-347e-4bcb-ad71-e7ba6f1cf34f,c2194e1b-e3fd-4fcb-9239-8905be67a94c,60,2025-04-12
4a346723-4462-46cb-ad62-bb6ec42bdcce,153c3306-698e-47c6-b0dc-8012dd2d0c9b,c2194e1b-e3fd-4fcb-9239-8905be67a94c,152,2025-04-12
f2cb3ffd-2a79-472c-b684-e53c207e21c7,818c5bc3-3950-4523-a556-2e69dced5daf,c2194e1b-e3fd-4fcb-9239-8905be67a94c,184,2025-04-12
1d43c06f-20bc-48c8-880d-8556e8db1887,2fed86fd-a5a7-48c5-ac49-54e3ce391089,c2194e1b-e3fd-4fcb-9239-8905be67a94c,180,2025-04-12
823433fb-23d0-453a-8a3a-c850e58e53eb,88822b6f-7dd9-4eb3-93b4-8bc154e938a5,c2194e1b-e3fd-4fcb-9239-8905be67a94c,13,2025-04-12
8104d203-08ae-40eb-8147-4beb9887d7c9,4cf75c38-ec78-49c0-a598-4fafae79225a,c2194e1b-e3fd-4fcb-9239-8905be67a94c,29,2025-04-12
65abe3db-4443-4f07-af4c-4f969dedd212,0a6fc855-02c8-447f-9b36-8074dd2a682c,c2194e1b-e3fd-4fcb-9239-8905be67a94c,81,2025-04-12
7a3ea413-0810-4d31-ae9c-b4cc77c2128b,2b970fa8-d1b3-4094-b423-591bb1c76fa2,c2194e1b-e3fd-4fcb-9239-8905be67a94c,139,2025-04-12
3c0e5ff7-b579-48f3-84b5-5d53e2da9f3a,75a32cc8-dac7-481a-819d-b580fc61e181,c2194e1b-e3fd-4fcb-9239-8905be67a94c,63,2025-04-12
e9eb10db-010a-4bb9-b977-ca86a8799660,a8a00534-7a5b-400e-895b-30320020cc86,c2194e1b-e3fd-4fcb-9239-8905be67a94c,184,2025-04-12
ae059ad5-4d38-4c1b-9b48-61adc0a5220d,d61afbfa-ab49-4b6d-9710-16dc2c8ec367,4123d7bf-1521-41bb-a800-d093897ff71f,157,2025-04-12
a97c8be2-b277-49d6-9ab2-659c80c204ae,8454c3fe-6597-4af6-9a5f-7f4578a4b1f6,4123d7bf-1521-41bb-a800-d093897ff71f,21,2025-04-12
6a5426b1-cfbc-4039-801c-9d6cec885adf,e8564d01-ebb8-4149-9273-78aefd0932b5,4123d7bf-1521-41bb-a800-d093897ff71f,156,2025-04-12
46e1b5bf-6b44-42bd-8277-d4d6bf60d3e4,aa2af892-da73-4e30-bd83-3fc483a2608b,4123d7bf-1521-41bb-a800-d093897ff71f,72,2025-04-12
dd087b58-cd60-49d2-bdb1-c1d0b7600759,d25ae8f6-c7ad-4e9d-aa68-79aae33f902f,4123d7bf-1521-41bb-a800-d093897ff71f,197,2025-04-12
66e465ee-e79a-4c66-bcf8-09de0cbe8d10,efb74123-7768-4058-819b-c3d91c6ea663,4123d7bf-1521-41bb-a800-d093897ff71f,161,2025-04-12
af4395e8-8ca2-47b5-baa8-9af45d3dbf26,0837602e-bf31-4318-bac1-cca79b28353e,4123d7bf-1521-41bb-a800-d093897ff71f,105,2025-04-12
f9a47340-991b-4af0-aa7e-c9d0f7a86c29,99e7479e-80a5-4bc5-8733-172650b4dce0,4123d7bf-1521-41bb-a800-d093897ff71f,77,2025-04-12
08b35bfb-1bc2-4a2e-ba09-fb952bc8f2b0,6b3f077b-883c-4591-a8e5-8d16fd5eae28,4123d7bf-1521-41bb-a800-d093897ff71f,133,2025-04-12
24cb0a25-6e00-4234-a242-fd6dd048c4fb,574ed457-7d3a-48e0-bff8-0dbeab0663b5,4123d7bf-1521-41bb-a800-d093897ff71f,113,2025-04-12
5014b1f0-f3e7-447b-b847-dedf48e02756,1b0943b9-9fd0-4021-9ec1-cd0fc48bb1ee,4123d7bf-1521-41bb-a800-d093897ff71f,200,2025-04-12
280c3da8-2e51-4ae5-b191-5102c5388671,b09228ae-00f8-44f7-b268-bf5255fa6380,4123d7bf-1521-41bb-a800-d093897ff71f,20,2025-04-12
189c4f82-9884-4c6c-89db-87e2d2df997a,e3a4308e-16b4-4168-aaff-42ac8eff65ba,4123d7bf-1521-41bb-a800-d093897ff71f,41,2025-04-12
6811732b-9238-48b6-bcec-27e874ecac5a,66499d6f-221d-4add-ac9e-3fb2c99d6e6e,4123d7bf-1521-41bb-a800-d093897ff71f,60,2025-04-12
416fe38a-b7a0-4feb-9ce1-6e4aa15e3b84,fe53edfa-9e65-4c4c-a0aa-af82cf5a0d32,4123d7bf-1521-41bb-a800-d093897ff71f,196,2025-04-12
73f2cfd7-9b62-4b6d-972c-5d8479786bd3,a20b8b95-7b11-4ce4-9531-b0bf02c9996e,4123d7bf-1521-41bb-a800-d093897ff71f,79,2025-04-12
405bf350-6bb1-4b0f-8a0a-43991e3c2380,33305d04-2dcc-4c8d-afde-457f14483825,4123d7bf-1521-41bb-a800-d093897ff71f,157,2025-04-12
